CustomerKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,CountryRegion,Address Line 1,Address Line 2,Phone,Date First Purchase,Customer Type,Company Name
13480,24479,,"Moreno, Desirée",1961-02-03T00:00:00,S,F,70000,5,4,Partial College,Skilled Manual,House Owner,2,Asia,Malabar,New South Wales,Australia,9584 Logan Ct,,1 (11) 500 555-0151,2004-07-20T00:00:00,Person,
14021,25020,,"Romero, Walter",1950-01-07T00:00:00,S,M,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,St. Leonards,New South Wales,Australia,6190 Main Street,,1 (11) 500 555-0173,2003-01-30T00:00:00,Person,
14237,25236,,"Martin, Lance",1962-01-09T00:00:00,S,M,70000,5,4,Bachelors,Professional,House Owner,2,Asia,Milsons Point,New South Wales,Australia,4422 Roxbury Drive,,1 (11) 500 555-0179,2004-03-26T00:00:00,Person,
14565,25564,,"Nelson, Fernando",1977-09-20T00:00:00,S,M,10000,1,1,High School,Manual,House Owner,0,Asia,Wollongong,New South Wales,Australia,4147 Alamo Court,,1 (11) 500 555-0167,2001-11-15T00:00:00,Person,
14928,25927,,"Guo, Tiffany",1948-12-04T00:00:00,S,F,20000,2,1,High School,Skilled Manual,House Owner,2,Asia,North Sydney,New South Wales,Australia,1721 Driving,,1 (11) 500 555-0158,2002-05-01T00:00:00,Person,
14941,25940,,"Arun, Gerald",1951-08-14T00:00:00,S,M,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,Springwood,New South Wales,Australia,5296 Birchwood,,1 (11) 500 555-0112,2002-06-20T00:00:00,Person,
15025,26024,,"Gutierrez, Jill",1970-10-21T00:00:00,S,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Malabar,New South Wales,Australia,3183 Chestnut Ave.,,1 (11) 500 555-0112,2002-08-11T00:00:00,Person,
15037,26036,,"Wright, Haley",1964-10-20T00:00:00,S,F,60000,3,3,Bachelors,Professional,House Owner,2,Asia,Goulburn,New South Wales,Australia,9279 Masonic Dr.,,1 (11) 500 555-0176,2004-05-07T00:00:00,Person,
15550,26549,,"Sanz, Jamie",1948-08-15T00:00:00,S,M,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,Silverwater,New South Wales,Australia,5790 Amigo Ln.,,1 (11) 500 555-0169,2002-12-27T00:00:00,Person,
15560,26559,,"Ye, Marshall",1949-05-16T00:00:00,S,M,10000,2,1,Partial High School,Clerical,House Owner,2,Asia,Darlinghurst,New South Wales,Australia,9849 Santa Fe Court,,1 (11) 500 555-0118,2003-11-16T00:00:00,Person,
15766,26765,,"Chandra, Dominique",1961-03-03T00:00:00,S,F,70000,5,4,Partial College,Skilled Manual,House Owner,2,Asia,Matraville,New South Wales,Australia,9768 Glenellen Court,,1 (11) 500 555-0192,2003-09-14T00:00:00,Person,
16145,27144,,"Shen, Franklin",1965-10-25T00:00:00,S,M,60000,3,3,Bachelors,Professional,House Owner,1,Asia,Coffs Harbour,New South Wales,Australia,38 First Ave.,,1 (11) 500 555-0188,2004-03-12T00:00:00,Person,
16517,27516,,"Murphy, Charles",1959-05-12T00:00:00,S,M,100000,1,1,Bachelors,Management,House Owner,3,Asia,Sydney,New South Wales,Australia,8586 Mellowood Street,,1 (11) 500 555-0120,2004-07-05T00:00:00,Person,
16694,27693,,"Alvarez, Tyrone",1967-09-26T00:00:00,S,M,90000,4,4,Bachelors,Professional,House Owner,0,Asia,Milsons Point,New South Wales,Australia,7925 Meadow Lane,,1 (11) 500 555-0114,2004-03-13T00:00:00,Person,
16717,27716,,"Ramos, Albert",1961-10-03T00:00:00,S,M,70000,5,4,Partial College,Skilled Manual,House Owner,2,Asia,Lavender Bay,New South Wales,Australia,9993 Oak Grove Rd.,,1 (11) 500 555-0145,2003-12-31T00:00:00,Person,
16870,27869,,"Shan, Shawna",1976-06-09T00:00:00,S,F,10000,1,1,High School,Manual,House Owner,0,Asia,Lane Cove,New South Wales,Australia,4480 N. Lanky Lane,,1 (11) 500 555-0170,2004-04-25T00:00:00,Person,
17104,28103,,"Martin, Pedro",1948-11-20T00:00:00,S,M,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,Silverwater,New South Wales,Australia,6880 N Lucile Lane,,1 (11) 500 555-0125,2004-06-14T00:00:00,Person,
17207,28206,,"Long, Angelica",1970-07-22T00:00:00,S,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,8758 Garden Ave,,1 (11) 500 555-0161,2003-07-28T00:00:00,Person,
17534,28533,,"Sun, Clayton",1965-04-12T00:00:00,S,M,60000,3,3,Bachelors,Professional,House Owner,1,Asia,Springwood,New South Wales,Australia,2221 Teak Court,,1 (11) 500 555-0142,2003-08-07T00:00:00,Person,
18062,29061,,"Kumar, Jaime",1945-04-19T00:00:00,S,M,10000,2,1,Partial High School,Clerical,House Owner,2,Asia,Silverwater,New South Wales,Australia,2049 Jason Court,,1 (11) 500 555-0170,2004-06-12T00:00:00,Person,
18083,29082,,"Ramos, Sabrina",1949-01-22T00:00:00,S,F,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,Wollongong,New South Wales,Australia,868 Aspen Dr.,,1 (11) 500 555-0143,2004-01-01T00:00:00,Person,
18084,29083,,"Sullivan, Toni",1950-08-21T00:00:00,S,F,10000,2,1,Partial High School,Clerical,House Owner,2,Asia,Matraville,New South Wales,Australia,9595 Burning Barn Dr.,,1 (11) 500 555-0122,2004-03-29T00:00:00,Person,
18089,29088,,"Anand, Tamara",1950-03-01T00:00:00,S,F,20000,2,1,Partial High School,Clerical,House Owner,2,Asia,Newcastle,New South Wales,Australia,1766 Virgina Hills Drive,,1 (11) 500 555-0112,2004-02-07T00:00:00,Person,
18313,29312,,"She, Colleen",1962-04-18T00:00:00,S,F,70000,5,4,Partial College,Skilled Manual,House Owner,2,Asia,Port Macquarie,New South Wales,Australia,2556 San Remo Ct,,1 (11) 500 555-0169,2003-11-16T00:00:00,Person,
5,11004,,"Johnson, Elizabeth",1968-08-08T00:00:00,S,F,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Wollongong,New South Wales,Australia,7553 Harness Circle,,1 (11) 500 555-0131,2001-07-26T00:00:00,Person,
103,11102,,"Nelson, Julia",1965-04-21T00:00:00,S,F,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Sydney,New South Wales,Australia,2196 Coat Ct.,,1 (11) 500 555-0124,2004-01-17T00:00:00,Person,
765,11764,,"Ramos, Jessie",1967-07-17T00:00:00,S,F,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Newcastle,New South Wales,Australia,5613 Gary Drive,,1 (11) 500 555-0112,2002-03-12T00:00:00,Person,
908,11907,,"Garcia, Sarah",1967-09-08T00:00:00,S,F,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Wollongong,New South Wales,Australia,9481 Laguna Street,,1 (11) 500 555-0145,2002-03-31T00:00:00,Person,
1002,12001,,"Yang, Shannon",1965-07-06T00:00:00,S,F,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Goulburn,New South Wales,Australia,8404 Houston Ct.,,1 (11) 500 555-0134,2002-05-17T00:00:00,Person,
1356,12355,,"Ortega, Monique",1973-03-23T00:00:00,S,F,120000,0,5,Partial High School,Professional,House Owner,4,Asia,Wollongong,New South Wales,Australia,5462 El Pintado Rd.,,1 (11) 500 555-0177,2002-07-01T00:00:00,Person,
1361,12360,,"Goel, Mario",1971-07-26T00:00:00,S,M,130000,0,5,Partial College,Management,House Owner,4,Asia,North Sydney,New South Wales,Australia,4898 Hillview Dr.,,1 (11) 500 555-0137,2002-07-19T00:00:00,Person,
1679,12678,,"Serrano, Dana",1974-10-10T00:00:00,S,F,130000,4,5,High School,Management,House Owner,4,Asia,Silverwater,New South Wales,Australia,1934 Pacifica,,1 (11) 500 555-0117,2003-09-26T00:00:00,Person,
1695,12694,,"Arthur, Jay",1972-01-11T00:00:00,S,M,120000,0,5,Partial High School,Professional,House Owner,4,Asia,St. Leonards,New South Wales,Australia,5898 Mt. Dell,,1 (11) 500 555-0169,2002-09-13T00:00:00,Person,
2000,12999,,"Shen, Nichole",1967-06-20T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Malabar,New South Wales,Australia,4512 M St.,,1 (11) 500 555-0179,2002-10-24T00:00:00,Person,
2639,13638,,"Alvarez, Diana",1972-07-12T00:00:00,S,F,110000,0,5,High School,Management,House Owner,4,Asia,Sydney,New South Wales,Australia,7539 Hazelwood Lane,,1 (11) 500 555-0197,2003-01-15T00:00:00,Person,
2644,13643,,"Sai, Ronald",1970-10-06T00:00:00,S,M,100000,0,5,Partial High School,Professional,House Owner,4,Asia,Lane Cove,New South Wales,Australia,6738 Wallace Dr.,,1 (11) 500 555-0174,2003-01-08T00:00:00,Person,
2957,13956,,"Ma, Dawn",1968-10-12T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Silverwater,New South Wales,Australia,1211 Sherry Circle,,1 (11) 500 555-0142,2004-02-12T00:00:00,Person,
2961,13960,,"Kumar, Lacey",1967-07-05T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,4,Asia,Silverwater,New South Wales,Australia,5749 Elkwood Dr.,,1 (11) 500 555-0112,2003-01-13T00:00:00,Person,
3225,14224,,"She, Tamara",1973-09-21T00:00:00,S,F,110000,0,5,Partial College,Management,House Owner,3,Asia,Lane Cove,New South Wales,Australia,5002 Starflower Dr.,,1 (11) 500 555-0175,2003-03-12T00:00:00,Person,
3234,14233,,"She, Ricardo",1971-06-27T00:00:00,S,M,100000,0,5,High School,Management,House Owner,3,Asia,Malabar,New South Wales,Australia,3844 Lodge Drive,,1 (11) 500 555-0132,2004-01-04T00:00:00,Person,
3677,14676,,"Wang, Micah",1967-01-26T00:00:00,S,M,70000,5,5,Bachelors,Professional,House Owner,4,Asia,Goulburn,New South Wales,Australia,1616 East Lane,,1 (11) 500 555-0131,2003-03-18T00:00:00,Person,
3678,14677,,"Hernandez, Ross",1966-10-10T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Port Macquarie,New South Wales,Australia,4223 Almond Ave.,,1 (11) 500 555-0120,2003-11-12T00:00:00,Person,
4139,15138,,"Hernandez, Monique",1972-06-20T00:00:00,S,F,100000,0,5,High School,Management,House Owner,3,Asia,Sydney,New South Wales,Australia,2200 Rock Oak Road,,1 (11) 500 555-0139,2003-08-01T00:00:00,Person,
4584,15583,,"Xu, Lindsey",1968-09-28T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Rhodes,New South Wales,Australia,6107 Westwood Dr,,1 (11) 500 555-0198,2003-12-04T00:00:00,Person,
4595,15594,,"Carlson, Joanna",1967-03-09T00:00:00,S,F,80000,5,5,Graduate Degree,Management,House Owner,2,Asia,Goulburn,New South Wales,Australia,7530 St. Francis St.,,1 (11) 500 555-0177,2004-06-26T00:00:00,Person,
5163,16162,,"Morgan, Mackenzie",1968-09-26T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Port Macquarie,New South Wales,Australia,2707 Blocking Circle,,1 (11) 500 555-0122,2004-01-21T00:00:00,Person,
5170,16169,,"Lin, Dennis",1967-03-17T00:00:00,S,M,70000,5,5,Bachelors,Professional,House Owner,4,Asia,Wollongong,New South Wales,Australia,6337 Hillsborough Dr,,1 (11) 500 555-0125,2003-06-17T00:00:00,Person,
5623,16622,,"Navarro, Byron",1973-05-15T00:00:00,S,M,100000,0,5,High School,Management,House Owner,2,Asia,Newcastle,New South Wales,Australia,2624 El Monte Drive,,1 (11) 500 555-0143,2004-02-14T00:00:00,Person,
5624,16623,,"Lal, Andres",1973-09-04T00:00:00,S,M,150000,5,5,Bachelors,Professional,House Owner,4,Asia,Port Macquarie,New South Wales,Australia,4976 Singingwood Court,,1 (11) 500 555-0127,2001-07-22T00:00:00,Person,
5630,16629,,"Zheng, Rosa",1972-09-13T00:00:00,S,F,110000,0,5,High School,Management,House Owner,4,Asia,Matraville,New South Wales,Australia,2391 St. Peter Court,,1 (11) 500 555-0195,2001-07-09T00:00:00,Person,
5633,16632,,"Romero, Ruben",1971-05-17T00:00:00,S,M,100000,0,5,High School,Management,House Owner,3,Asia,Darlinghurst,New South Wales,Australia,5263 Etcheverry Dr,,1 (11) 500 555-0130,2004-01-26T00:00:00,Person,
6293,17292,,"Gill, Kellie",1966-06-01T00:00:00,S,F,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Wollongong,New South Wales,Australia,1697 Sullivan Ave,,1 (11) 500 555-0167,2003-12-20T00:00:00,Person,
7199,18198,,"Xu, Cedric",1974-03-24T00:00:00,S,M,120000,5,5,Partial High School,Professional,House Owner,4,Asia,Darlinghurst,New South Wales,Australia,6665 Homestead Ave.,,1 (11) 500 555-0199,2001-11-17T00:00:00,Person,
7200,18199,,"Lopez, Brandy",1974-03-10T00:00:00,S,F,130000,4,5,High School,Management,House Owner,4,Asia,Malabar,New South Wales,Australia,2951 Cape Cod Way,,1 (11) 500 555-0138,2003-12-01T00:00:00,Person,
7204,18203,,"Kumar, Louis",1973-02-26T00:00:00,S,M,100000,0,5,High School,Management,House Owner,2,Asia,Milsons Point,New South Wales,Australia,8568 San Vincente Drive,,1 (11) 500 555-0126,2001-11-11T00:00:00,Person,
7210,18209,,"Chandra, Ann",1972-09-08T00:00:00,S,F,110000,0,5,High School,Management,House Owner,3,Asia,Goulburn,New South Wales,Australia,3340 Baywood Drive,,1 (11) 500 555-0168,2001-11-10T00:00:00,Person,
8096,19095,,"Martinez, Meredith",1973-11-07T00:00:00,S,F,100000,0,5,High School,Management,House Owner,2,Asia,Darlinghurst,New South Wales,Australia,4734 Sycamore Court,,1 (11) 500 555-0199,2002-02-22T00:00:00,Person,
8103,19102,,"Ye, Claudia",1970-03-10T00:00:00,S,F,100000,0,5,High School,Management,House Owner,4,Asia,Springwood,New South Wales,Australia,4681 Holiday Hills,,1 (11) 500 555-0125,2002-02-15T00:00:00,Person,
8106,19105,,"Dominguez, Stacy",1971-04-03T00:00:00,S,F,150000,0,5,Bachelors,Management,House Owner,4,Asia,Matraville,New South Wales,Australia,9712 Lexington Road,,1 (11) 500 555-0136,2002-02-15T00:00:00,Person,
8572,19571,,"Johnson, Sydney",1967-08-13T00:00:00,S,F,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Wollongong,New South Wales,Australia,7341 Rockne Drive,,1 (11) 500 555-0128,2003-09-17T00:00:00,Person,
8576,19575,,"Patel, Marco",1966-08-27T00:00:00,S,M,80000,5,5,Bachelors,Professional,House Owner,3,Asia,Wollongong,New South Wales,Australia,6850 Monument Blvd.,,1 (11) 500 555-0140,2003-09-08T00:00:00,Person,
8972,19971,,"Lu, Jeffery",1971-07-05T00:00:00,S,M,100000,0,5,High School,Management,House Owner,3,Asia,Lavender Bay,New South Wales,Australia,9644 55th St.,,1 (11) 500 555-0113,2002-04-30T00:00:00,Person,
9255,20254,,"Gutierrez, Dana",1965-05-16T00:00:00,S,F,80000,5,5,Bachelors,Professional,House Owner,4,Asia,North Sydney,New South Wales,Australia,9287 Pecan Pl,,1 (11) 500 555-0130,2004-03-19T00:00:00,Person,
9615,20614,,"Shan, Gregory",1973-07-05T00:00:00,S,M,110000,0,5,Partial College,Management,House Owner,3,Asia,Newcastle,New South Wales,Australia,2801 San Ramon Road,,1 (11) 500 555-0188,2002-05-15T00:00:00,Person,
9617,20616,,"Serrano, Kristi",1973-02-12T00:00:00,S,F,120000,0,5,Partial High School,Professional,House Owner,4,Asia,Milsons Point,New South Wales,Australia,8027 Blue Cr,,1 (11) 500 555-0148,2002-06-02T00:00:00,Person,
9629,20628,,"Gutierrez, Rodney",1970-11-25T00:00:00,S,M,120000,0,5,Partial High School,Professional,House Owner,4,Asia,North Sydney,New South Wales,Australia,6841 Monti Dr.,,1 (11) 500 555-0187,2002-06-15T00:00:00,Person,
10176,21175,,"Gomez, Armando",1967-07-24T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,2,Asia,North Ryde,New South Wales,Australia,9683 Pine Valley Road,,1 (11) 500 555-0158,2004-01-22T00:00:00,Person,
10211,21210,,"Luo, Colin",1965-04-03T00:00:00,S,M,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Silverwater,New South Wales,Australia,3281 Hillview Dr.,,1 (11) 500 555-0170,2003-09-25T00:00:00,Person,
10558,21557,,"Lal, Kate",1974-04-16T00:00:00,S,F,110000,0,5,Partial College,Management,House Owner,3,Asia,Lavender Bay,New South Wales,Australia,591 Merriewood Drive,,1 (11) 500 555-0160,2002-08-30T00:00:00,Person,
10559,21558,,"Coleman, Nicole",1973-12-24T00:00:00,S,F,100000,0,5,High School,Management,House Owner,2,Asia,Goulburn,New South Wales,Australia,1955 Wallace Dr.,,1 (11) 500 555-0165,2002-08-25T00:00:00,Person,
10563,21562,,"Jai, Drew",1972-10-19T00:00:00,S,M,100000,0,5,High School,Management,House Owner,3,Asia,Darlinghurst,New South Wales,Australia,9976 Manila Avenue,,1 (11) 500 555-0171,2002-09-22T00:00:00,Person,
10574,21573,,"Munoz, Jimmy",1969-08-03T00:00:00,S,M,130000,0,5,Bachelors,Management,House Owner,4,Asia,Rhodes,New South Wales,Australia,3111 First Ave.,,1 (11) 500 555-0114,2004-02-10T00:00:00,Person,
10887,21886,,"Carlson, Jill",1974-05-10T00:00:00,S,F,100000,0,5,High School,Management,House Owner,2,Asia,Newcastle,New South Wales,Australia,3393 Alpha Way,,1 (11) 500 555-0176,2002-09-12T00:00:00,Person,
10894,21893,,"Hernandez, Brandi",1971-06-15T00:00:00,S,F,100000,0,5,High School,Management,House Owner,4,Asia,Malabar,New South Wales,Australia,1617 Cunningham Way,,1 (11) 500 555-0187,2002-09-03T00:00:00,Person,
12420,23419,,"Xu, Shawna",1967-05-05T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Coffs Harbour,New South Wales,Australia,238 Montego,,1 (11) 500 555-0152,2004-05-01T00:00:00,Person,
12427,23426,,"Ferrier, Mathew",1966-08-20T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,North Sydney,New South Wales,Australia,4328 Liscome Way,,1 (11) 500 555-0131,2004-04-15T00:00:00,Person,
12661,23660,,"Tang, Christy",1972-11-20T00:00:00,S,F,160000,2,5,High School,Management,House Owner,4,Asia,North Ryde,New South Wales,Australia,8546 La Mar Ct.,,1 (11) 500 555-0165,2003-03-12T00:00:00,Person,
12663,23662,,"Sanchez, Cynthia",1970-11-06T00:00:00,S,F,100000,0,5,Partial High School,Professional,House Owner,4,Asia,Milsons Point,New South Wales,Australia,8785 Whitehall Drive,,1 (11) 500 555-0114,2003-03-16T00:00:00,Person,
13470,24469,,"Andersen, Roger",1965-06-02T00:00:00,S,M,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Rhodes,New South Wales,Australia,8825 Walters Way,,1 (11) 500 555-0128,2003-08-20T00:00:00,Person,
14125,25124,,"Xu, Keith",1967-10-09T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Lavender Bay,New South Wales,Australia,8531 Doncaster Dr,,1 (11) 500 555-0112,2003-11-27T00:00:00,Person,
14228,25227,,"Gutierrez, Jaime",1965-07-23T00:00:00,S,M,80000,5,5,Bachelors,Professional,House Owner,4,Asia,Lavender Bay,New South Wales,Australia,4092 Marlene Drive,,1 (11) 500 555-0154,2004-04-10T00:00:00,Person,
14828,25827,,"Nara, Karla",1971-03-02T00:00:00,S,F,100000,0,5,High School,Management,House Owner,3,Asia,Port Macquarie,New South Wales,Australia,9061 Isabel,,1 (11) 500 555-0144,2002-03-13T00:00:00,Person,
15445,26444,,"Lopez, Pamela",1970-10-05T00:00:00,S,F,100000,0,5,Partial High School,Professional,House Owner,4,Asia,North Ryde,New South Wales,Australia,626 Rossmor Parkway,,1 (11) 500 555-0154,2002-11-23T00:00:00,Person,
15447,26446,,"Muñoz, Jamie",1970-03-09T00:00:00,S,M,130000,5,5,High School,Management,House Owner,4,Asia,Milsons Point,New South Wales,Australia,9539 Glenside Dr,,1 (11) 500 555-0111,2004-07-27T00:00:00,Person,
15666,26665,,"Vazquez, Jésus",1967-10-27T00:00:00,S,M,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Darlinghurst,New South Wales,Australia,475 Santa Maria,,1 (11) 500 555-0142,2003-11-26T00:00:00,Person,
16589,27588,,"Chandra, Virginia",1968-11-13T00:00:00,S,F,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Lavender Bay,New South Wales,Australia,3120 Levee Rd.,,1 (11) 500 555-0141,2004-05-26T00:00:00,Person,
16593,27592,,"Ruiz, Hector",1967-11-27T00:00:00,S,M,70000,5,5,Bachelors,Professional,House Owner,3,Asia,Newcastle,New South Wales,Australia,3623 Houston Ct.,,1 (11) 500 555-0164,2004-02-11T00:00:00,Person,
16595,27594,,"Andersen, Nicolas",1967-05-14T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,North Sydney,New South Wales,Australia,5473 Sunshine,,1 (11) 500 555-0112,2003-09-13T00:00:00,Person,
17220,28219,,"Goel, Chad",1967-04-19T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Lavender Bay,New South Wales,Australia,4666 Sierra Ridge,,1 (11) 500 555-0145,2004-05-27T00:00:00,Person,
17950,28949,,"Ramos, Lance",1973-04-23T00:00:00,S,M,130000,4,5,High School,Management,House Owner,4,Asia,Lavender Bay,New South Wales,Australia,2064 Pleasant Circle,,1 (11) 500 555-0173,2003-09-16T00:00:00,Person,
18194,29193,,"Liang, Alejandro",1966-09-06T00:00:00,S,M,80000,5,5,Graduate Degree,Management,House Owner,3,Asia,Port Macquarie,New South Wales,Australia,2894 Encino Dr.,,1 (11) 500 555-0140,2004-06-12T00:00:00,Person,
118,11117,,"Deng, April",1961-02-21T00:00:00,M,F,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,Matraville,New South Wales,Australia,485 Ash Lane,,1 (11) 500 555-0182,2001-11-06T00:00:00,Person,
122,11121,,"Suarez, Orlando",1960-11-18T00:00:00,M,M,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,Newcastle,New South Wales,Australia,7743 Hames Dr,,1 (11) 500 555-0198,2003-12-26T00:00:00,Person,
123,11122,,"Vazquez, Byron",1960-04-02T00:00:00,M,M,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,North Sydney,New South Wales,Australia,3187 Hackamore Lane,,1 (11) 500 555-0136,2003-08-25T00:00:00,Person,
751,11750,,"She, Latoya",1968-03-24T00:00:00,M,F,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Newcastle,New South Wales,Australia,2681 Black Walnut Ct.,,1 (11) 500 555-0166,2002-01-14T00:00:00,Person,
753,11752,,"Bryant, Lauren",1970-05-07T00:00:00,M,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Goulburn,New South Wales,Australia,7551 Santa Lucia,,1 (11) 500 555-0156,2003-08-31T00:00:00,Person,
754,11753,,"Ortega, Felicia",1970-03-18T00:00:00,M,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Coffs Harbour,New South Wales,Australia,452 Rain Drop Circle,,1 (11) 500 555-0185,2003-10-21T00:00:00,Person,
978,11977,,"Jai, Bonnie",1959-05-23T00:00:00,M,F,130000,0,1,Graduate Degree,Management,House Owner,3,Asia,Newcastle,New South Wales,Australia,2544 Ashley Way,,1 (11) 500 555-0185,2002-05-04T00:00:00,Person,
1992,12991,,"Serrano, Jésus",1968-03-12T00:00:00,M,M,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Darlinghurst,New South Wales,Australia,7468 Lindley Ct.,,1 (11) 500 555-0170,2002-10-19T00:00:00,Person,
1998,12997,,"Xie, Nina",1968-05-11T00:00:00,M,F,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Darlinghurst,New South Wales,Australia,5666 Hazelnut Lane,,1 (11) 500 555-0115,2004-01-06T00:00:00,Person,
3039,14038,,"Foster, Madison",1959-11-22T00:00:00,M,F,130000,0,1,Graduate Degree,Management,House Owner,3,Asia,Sydney,New South Wales,Australia,5890 Yosemite Circle,,1 (11) 500 555-0146,2003-02-11T00:00:00,Person,
3287,14286,,"Hernandez, Kristine",1959-04-12T00:00:00,M,F,120000,1,2,Bachelors,Management,House Owner,3,Asia,Newcastle,New South Wales,Australia,6785 Union St.,,1 (11) 500 555-0140,2003-03-30T00:00:00,Person,
3669,14668,,"Martin, Joe",1970-03-04T00:00:00,M,M,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Sydney,New South Wales,Australia,3072 Gumwood Dr.,,1 (11) 500 555-0118,2003-03-08T00:00:00,Person,
3670,14669,,"Blanco, Erika",1970-07-09T00:00:00,M,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Malabar,New South Wales,Australia,2341 Peachwillow,,1 (11) 500 555-0141,2004-03-09T00:00:00,Person,
3672,14671,,"Lal, Cristina",1967-08-09T00:00:00,M,F,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,9320 Teakwood Dr.,,1 (11) 500 555-0189,2003-03-29T00:00:00,Person,
4205,15204,,"Gonzalez, Deanna",1967-07-22T00:00:00,M,F,90000,4,4,Bachelors,Professional,House Owner,0,Asia,Matraville,New South Wales,Australia,6764 Eastgate,,1 (11) 500 555-0186,2003-04-10T00:00:00,Person,
4578,15577,,"Malhotra, Mayra",1970-02-25T00:00:00,M,F,80000,4,4,Graduate Degree,Management,House Owner,1,Asia,Newcastle,New South Wales,Australia,5623 Detroit Ave.,,1 (11) 500 555-0164,2003-10-06T00:00:00,Person,
4810,15809,,"Sharma, Christian",1960-09-15T00:00:00,M,M,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,Port Macquarie,New South Wales,Australia,6086 Glen Wood Drive,,1 (11) 500 555-0159,2003-08-26T00:00:00,Person,
5161,16160,,"Hernandez, Erika",1968-06-20T00:00:00,M,F,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Malabar,New South Wales,Australia,3752 Colorado Dr.,,1 (11) 500 555-0124,2003-06-12T00:00:00,Person,
5174,16173,,"Rana, Cory",1965-01-06T00:00:00,M,M,60000,2,2,Bachelors,Professional,House Owner,1,Asia,Silverwater,New South Wales,Australia,2034 Rose Dr.,,1 (11) 500 555-0151,2003-08-28T00:00:00,Person,
5518,16517,,"Raji, Katrina",1976-03-19T00:00:00,M,F,10000,1,1,High School,Manual,House Owner,0,Asia,Wollongong,New South Wales,Australia,3196 Peachwillow,,1 (11) 500 555-0113,2001-07-03T00:00:00,Person,
5683,16682,,"Ramos, Kristy",1967-07-09T00:00:00,M,F,90000,4,4,Bachelors,Professional,House Owner,0,Asia,Milsons Point,New South Wales,Australia,2078 Jennifer Way,,1 (11) 500 555-0152,2003-12-20T00:00:00,Person,
5711,16710,,"Arthur, Carla",1960-09-15T00:00:00,M,F,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,Milsons Point,New South Wales,Australia,6086 Glen Wood Drive,,1 (11) 500 555-0154,2004-01-04T00:00:00,Person,
5712,16711,,"Zhao, Jorge",1960-02-02T00:00:00,M,M,70000,5,4,Partial College,Skilled Manual,House Owner,3,Asia,North Sydney,New South Wales,Australia,7527 Eola,,1 (11) 500 555-0144,2003-09-08T00:00:00,Person,
6076,17075,,"Guo, Aimee",1964-07-13T00:00:00,M,F,60000,4,4,Bachelors,Professional,House Owner,3,Asia,Coffs Harbour,New South Wales,Australia,7439 Laguna Niguel,,1 (11) 500 555-0117,2004-02-19T00:00:00,Person,
